job_title,job_category
"Rengøringsjob - som afløser",6
"Er du vores nye  kollega?",6
"DYGTIG OG ERFAREN SANITØR TIL DANSK INDUSTRI & SKADESERVICE",6
"Medarbejder søges til aften rengøring",6
"Servicemedarbejder/vicevært søges",6
"Facility Manager",6
"Er du en god planlægger og brænder du for at få enderne til at nå sammen? Kan du holde humøret højt når tingene spidser til - og i det hele taget holde fokus på den gode service?",6
"Rengøringsassistent til 12,5 times erhvervsrengøring i Holstebro søges",6
"VINDUESPUDSER, som kan se det hele "klart" !",6
"Har du øje for RENGØRING ?",6
"Pedel = ALTMULIG person !",6
"Rengøringsassistent søges til Borbjerg Mølle Kro & Hotel",6
"Teknisk servicemedarbejder, Aulum-Hodsager, 30 timer",6
"Rengøringsassistent til skolerengøring",6
"Rengøringsassistent søges hurtigst muligt til afløser ved ferie m.m.",6
"Kit Chaffør og teamansvarlig rengøringsassistent",6
"Rengøringsassistent Herning.",6
"Rengøringsassistent Herning. Weekend morgen.",6
"Er du vores nye rengøringsassistent?",6
"Daglig rengøring på friskole",6
"Produktionsarbejdere til 6 mdrs job Herning – Opstart 06. maj",6
"Rengøringsassistenter til skolerengøring",6
"Rengøringsassistent - Vejle",6
"Rengøringsassistent - Silkeborg",6
"Rengøringsassistent - Aabenraa",6
"Rengøringsassistent - Aarhus",6
"Rengøringsassistent - Toftlund",6
"Rengøringsassistent - Odense",6
"Rengøringsassistent - Taastrup",6
"Rengøringsassistent - Vanløse",6
"Rengøringsassistent - Ribe",6
Rengøring,6
"Rengøringsassistent 30 timer",6
"sommerferieafløser med god løn",6
Rengøringassistent,6
"Servicemedarbejder søges",6
Rengøring,6
"Faste renovationsarbejdere til Herning",6
"Servicemedarbejdere søges til rengøring i Skive, Salling og Viborg",6
Rengøringsassistent,6
"Rengøringsassistent- ferieafløser",6
"husassistent - rengøringsteamet",6
"Rengøringsteknikerelev til Regionssekretariatet, Regionshuset Viborg",6
"Timelønnede afløsere til rengøringen i Aabenraa Kommune",6
"OK-Fonden Jelling Have søger pedel, der kan være noget for og med andre mennesker",6
"Rengøringsassistenter til sommerhuse.",6
"Til Kolding og Fredericia søges dygtig rengøringsassistent",6
"Til Vejle søger vi dygtig assistent.",6
"Afløser og faste medarbejder søges til rengøring i Nordfyns kommune",6
"Rengøringsassistenter til Forenede Service på Nordfyn",6
"Afløser og faste medarbejder søges til rengøring i Nordfyns kommune",6
"Dygtig leder søges til rengøringsteam på Brandbjerg Højskole",6
"B2B Sælger/ Trainee",7
"Mødebooker med vinderblod i årene! Søges til Ambitiøst webbureau",7
"Account Manager - Asset Tracking",7
"Intern sælger / projektleder",7
"Butiksassistent til CREME FRAICHE, NÆSTVED BUTIKKERNE",7
"Account Manager til salg af julebelysning i Danmark",7
"Online Site Manager",7
"Digital Marketing Analyst",7
Marketingassistent,7
"Erfaren SEO-Specialist",7
"Assistance til modetøjsbutik",7
"Butiksassistent, 15 timer ugentligt, Esbjerg Storcenter",7
"Sælger - 8 timer",7
"MORGENFRISK BUTIKSASSISTENT",7
"MORGENFRISK BUTIKSASSISTENT.",7
butiksmedarbejder,7
"Salgs- og servicemedarbejder",7
"Køkkenkonsulent til AUBO Hillerød",7
"Køkkenkonsulent til AUBO Næstved",7
"Køkkenkonsulent til AUBO Aalborg",7
"KPK søger en ny kollega til vinduesindustriens stærkeste salgsteam",7
"Weekendmedarbejder til ”Et eventyrligt sted”",7
"Indkøber - byggematerialer",7
"Sælger - 22 Timer",7
"SÆLGER TIL HERNING",7
"Intern salgsmedarbejder",7
"Salgs-/indkøbs assistent til vores kundeservice-team",7
"Engageret og energisk kundeservice medarbejder",7
"Salgskonsulent - Industri",7
"Salgsassistent 37 timer",7
"Butiksassistent 20 timer",7
"Kørende sælger",7
"Talentfuld Google Ads-specialist til vores marketing-afdeling",7
"YouSee søger kunderådgivere til vores kundecenter i Kolding",7
"Schmüser i Haderslev søger en kvalitetsbevidst butiksassistent på 25-30 timer.",7
"Customs Coordinator",7
"Butiksassistent / Stedfortræder til Kiosk med spillehal og pakkeshop",7
"Tysktalende salgssupporter søges til virksomhed i Silkeborg",7
"Butiksassistent "med Vinger"– Silkeborg & Horsens",7
"Key Account Manager - Grossistsalg - Industri",7
"Ejendomsmægler til Silkeborg",7
"Sælger - 10 timer",7
"Sælger - 15 timer",7
"Salgsansvarlig med flair for indretning og mode til showroom hos Sinnerups Hovedkontor, Virklund, Silkeborg",7
"Fransa i Hillerød søger salgsassistent - 37 timer",7
"Sælger - 10 Timer",7
"Salgskonsulenter søges til Syd- og Midtsjælland",7
"Salgskonsulenter søges til Vejle og omegn",7
"Salgskonsulenter søges til Fyn",7
"Salgskonsulenter søges til Aalborg og omegn",7
"Salgskonsulenter søges til Midtjylland",7
"Salgskonsulenter søges til København og omegn",7
"Salgskonsulenter søges til Vestsjælland",7
"Salgskonsulenter søges til Sønderjylland",7
"JYSK PERSONALE SERVICE SØGER SALGS TRAINEES",7
"JYSK PERSONALE SERVICE SØGER SALGS TRAINEES",7
"Kundeservice-medarbejder med teknisk forståelse",7
"Area Sales Manager",7
"Udlejningskonsulent med stærke salgsevner søges til vores afdeling i Aalborg.",7
"Salgs- og Rekrutteringskonsulent søges til Århus",7
"Butiksmedhjælper søges til kiosk",7
"Ungarbejdere søges til Duty Free og Lounge",7
"Ekstern Salgskonsulent - belysning",7
"E-Commerce Assistent",7
"Kundeservice/salgsassistent søges til webshop i vækst",7
"Studiejob til aften/weekend i butik",7
"Creative Content Producer",7
"Project Purchaser",7
"Ungarbejder til Randers",7
"Sælger - 15 timer",7
"Sælger / kundeservicemedarbejder søges til butik i Hjørring",7
"Materialist/Salgsassistent søges til Matas Hørning",7
"Udlejningskonsulent med stærke salgsevner søges til vores afdeling i Hjørring.",7
"Afdelingschef til JKS Aarhus",7
"Materialist/Salgsassistent søges til Matas, Tranbjerg 30 timer",7
"Strategy Consultant: Salg inden for digital marketing",7
"Social Media Specialist",7
"Google Ads specialist",7
"Fransktalende Kunde- og Salgsmedarbejder til virksomhed i Kjellerup",7
"Demand & Capacity Planner, København / Stege",7
"Sales Agent 3Business, Aalborg",7
"INDKØBSPRAKTIKANT TIL START EFTERÅR",7
"SALGSPRAKTIKANT TIL START EFTERÅR",7
"Deltid. 5 t pr. uge + afløser + ferie",7
"Butiksmedarbejder søges til bagerforretning i Mårslet, 25-30 timer pr. uge.",7
"betterpeople A/S søger for INTER SALES/Denver Electronics® en senior indkøber",7
"betterpeople A/S søger for alton&heim en deltids Sales Assistant i København",7
"Client Solution Manager søges til IMS - en del af Visma",7
"Business Development Manager søges til Landbrug & Fødevarer F.m.b.A.",7
"Arbejd hjemmefra, med fremsendelse af info materiale om vores produkter elektronisk og telefonisk",7
"Intern sælger",7
"Kundeservice Medarbejder til dæk og Fælge",7
Salgselev,7
"Dygtig og engageret sælger søges til Lilly Århus, Søndergade 70",7
Servicerådgiver,7
Salgskonsulent,7
"home Dronninglund søger en salgstrainee og en administrativ trainee",7
Gardinkonsulent,7
"OnlinePlus søger Junior Google Ads medarbejder",7
"OnlinePlus søger kreativ junior content-medarbejder",7
"OnlinePlus søger en projektkoordinator med flair for marketing",7
"Kreativ marketingansvarlig med interesse for litteratur",7
"Odense Lavpris Tømmerhandel A/S søger ny medarbejder",7
"YouSee søger kunderådgivere til vores kundecenter i Odense",7
"Butiks medarbejder over 18 år søges...",7
"Salgsassistent, Odense",7
"Salgskonsulent - Transportbranchen",7
"Sales Support",7
"Key Account Manager",7
Indkøber,7
"Smilende medarbejdere til Entré og Safarishop",7
"Nattevagt - 15 timer",7
"Sælger 15-20 timer",7
Salgsassistent/afløser,7
"Butiksmedhjælper (min. 18 år) til Konditorbager i Slagelse",7
"Deltidssælger til My Home Møbler i Holbæk",7
"Møbelsælger til vores butik i Holbæk",7
"Sælger til vores møbelhus i Næstved",7
"Deltidssælger til My Home Møbler i Nykøbing Falster",7
"Nattevagt - 20 timer",7
"NORDSJÆLLAND ERHVERV – LØGSTRUP & THOMSEN A/S SØGER ERHVERSMÆGLER, MED MULIGHED FOR PARTNERSKAB !",7
"DAGLIG LEDER/SALGSCHEF MED PARTNERPOTENTIALE SØGES TIL NYBOLIG, ALLERØD !",7
"Butiks assistent i Copenhagen Luxe",7
"Køberrådgiver og salgskoordinator til home Køge og home Ringsted",7
"Dygtig og erfaren sælger søges",7
"Gulvlægger med sælger-gen søges",7
"Rema1000 Grevinge -Medarbejder til spotvarer",7
"Rema 1000 Budolfi Plads Aalborg- Søger servicemedarbejder til kassen",7
"Føtex Friheden-Servicemedarbejder til flaskeindleveringen",7
"Føtex Aalborg Øst - Servicemedarbejder til flaskeautomaten",7
"Bilka i Ishøj-Servicemedarbejder til flaskehåndtering",7
"Kvickly i Holstebro - Servicemedarbejder",7
"Skals Bageri - Medarbejder til tilpasning af udendørs arealer",7
"Sunset Boulevard på Københavns Hovedbanegård-Servicemedarbejder",7
"The Burger Concept Odense - Medarbejder til hjælp på lager",7
"The Burger Concept Viborg - Medarbejder til hjælp på lager",7
"Rema 1000 i Æbeløgade - Butiksmedhjælper",7
"Burger King Svenstrup J- Medarbejder til rengøring og vedligeholdelse",7
"Bilka i Næstved- Servicemedarbejder til kasselinjen",7
"Bilka i Viborg - Medarbejder til delikatessen",7
"Føtex DR Byen - Medarbejder til Delikatessen",7
"Føtex i Silkeborg-Servicemedarbejder",7
"REMA 1000 Aabybro - Servicemedarbejder",7
"Burger King Aalborg SV- Medarbejder til rengøring og vedligeholdelse",7
"Bilka i Viborg - Medarbejder til Bageriafdelingen",7
"Føtex i Ikast-Medarbejder til varegården",7
"The Burger Concept Kolding- Medarbejder til hjælp på lager",7
"SuperBrugsen i Hornbæk søger Butiksmedhjælper til flaskerummet",7
"Bilka i Hundige-Vareopfylder",7
"McDonald's i Herlev-Lobbymedarbejder",7
"REMA 1000 Ørestad Syd - Vareopfylder til team kolonial",7
"Burger King i Fredericia - Servicemedarbejder",7
"7 Eleven i Aarhus - Pakkeudlevering",7
"Rema 1000 på Frederiksberg søger Servicemedarbejder",7
"Bilka i Viborg - Medarbejder til Bistro",7
"Bageriet Sløjfen - Morgenfrisk medarbejder til diverse opgaver",7
"Rema 1000 i Rødby-Servicemedarbejder",7
"Ok+ i Gilleleje søger Servicemedarbejder",7
"Brugsforeningen Sakskøbing søger servicemedarbejder",7
"Føtex i Lautrupcentret-Butiksmedhjælper",7
"Bilka i Ishøj - Servicemedarbejder til kasselinjen",7
"Shell i Hammerum - Motiveret kandidat til butikken",7
"Rema 1000 i Hobro - Servicemedarbejder",7
"Føtex Vesterbrogade København V - Butiksmedhjælper",7
"Butik i Svendborg - Butiksmedhjælper til ekspedition og forfaldent arbejde",7
"7 Eleven i Aarhus-Servicemedarbejder",7
"Sunset Boulevard i Hillerød-Servicemedarbejder",7
"jem & fix i Herning-Servicemedarbejder",7
"Rema 1000 København S-Servicemedarbejder",7
"Rema 1000 i Ørestaden-Servicemedarbejder",7
"Bilka i Holstebro-Servicemedarbejder til flaskeautomat",7
"Aars Bowlingcenter - Medarbejder til forefaldende arbejdsopgaver",7
"Matas i Charlottenlund - Servicemedarbejder",7
"Netto i Risskov-Servicemedarbejder",7
"Carl's Jr. i Viborg - Medhjælper",7
"Rema 1000 i Birkerød - Servicemedarbejder",7
"Rema 1000 i Hadsund - Butiksmedhjælper",7
"Biltema Glostrup - Butiksmedhjælper",7
"Netto i Vordingborg-Servicemedarbejder",7
"7 Eleven i Hillerød-Servicemedarbejder",7
"Meny i Charlottenlund - Medarbejder til lager/flaskeautomat",7
"Rema 1000 i Randers-Servicemedarbejder",7
"7 Eleven i Aarhus-Servicemedarbejder",7
"Fakta Søllested Lolland - Medhjælper til  butikken",7
"AffaldPlus i Vordingborg - Servicemedarbejder",7
"Burger King Aalborg C- Medarbejder til rengøring og vedligeholdelse",7
"Rema 1000 i Allerød - Søger servicemedarbejdere",7
"McDonald's i Kastrup-Lobbymedarbejder",7
"Føtex i Ikast - Medarbejder til flaskeautomat om fredagen",7
"Meny i Kirke Hyllinge - Butiksmedhjælper til vareopfyldning",7
"Bilka i Viborg - Medarbejder til slagterafdeling",7
"Burger King i Roskilde søger Servicemedarbejder",7
"Rema 1000 Thisted - Søger servicemedarbejder",7
"Butik i Odense - Medarbejder til lettere rengøring",7
"Rema 1000 i Støvring-Servicemedarbejder",7
"Kiosk i Svendborg - Medarbejder til hjælp med pakker",7
"REMA 1000 Løvvangscentret i Nørresundby - Servicemedarbejder",7
"Sunset Boulevard i Herning søger Servicemedarbejder",7
"Bilka i Hundige - Servicemedarbejder til kasselinjen",7
"Rema 1000 i Birkerød - Servicemedarbejder",7
"Rema 1000 Nykøbing Falster - Søger servicemedarbejder til kassen",7
"Rema 1000 i Ballerup-Servicemedarbejder",7
"Føtex DR Byen - Medarbejder til kassen (Opstart efter 15. april)",7
"Bilka Ishøj - Medarbejder til havecenter",7
"Rema 1000 i Rønnede - Servicemedarbejder",7
"Meny i Kirke Hyllinge - Medarbejder til pakkeudleveringen.",7
"McDonald's i Frederikssund-Servicemedarbejder",7
"Netto i Herlev BIG - Butiksmedhjælper til diverse rengøringsopgaver",7
"Bilka i Viborg - Medarbejder til køl",7
"Føtex i Rødovre-Servicemedarbejder",7
"Bilka i Hundige-Servicemedarbejder",7
"REMA 1000 Danalien i Aalborg - Servicemedarbejder",7
"McDonalds i Silkeborg-Servicemedarbejder",7
"Føtex DR Byen - Medarbejder til flaskeindlevering",7
"Sunset Boulevard i Fredericia - Restaurantmedhjælper",7
"McDonalds i Næstved-Servicemedarbejder",7
"The Burger Concept Sønderborg - Medarbejder til hjælp på lager",7
"Rema 1000 i Ringsted søger Servicemedarbejder",7
"Føtex i Albertslund-Servicemedarbejder",7
"The Burger Concept Holstebro- Medarbejder til hjælp på lager",7
"REMA 1000 Randers - Søger servicemedarbejder til kassen",7
"REMA 1000 i Skørping- Butiksmedhjælper",7
"REMA 1000, Holbækvej i Slagelse-Servicemedarbejder",7
"jem & fix i Herning-Servicemedarbejder",7
"Bilka i Holstebro-Servicemedarbejder",7
"Burger King Vanløse-Medarbejder til kassen",7
"Virksomhed i Skjern - Butiksmedhjælper",7
"Plantetorvet i Randers - Medarbejdere til forskelligartede opgaver",7
"Føtex i Lyngby - Servicemedarbejder til flaskeautomaten",7
"Føtex DR Byen - Medarbejder til lageropgaver",7
"Føtex i Lyngby - Medarbejder til bageren",7
"Rema 1000 Ro's have Roskilde - Søger servicemedarbejder til kassen",7
"Kvickly i Nyborg - Medarbejder til at ordne blomster",7
"Kvickly i Svendborg - Medarbejder til bageriafdeling.",7
"REMA 1000 Ørestad Syd - Kassemedarbejdere til kasseteam",7
"Føtex i Lautrupcentret-Butiksmedhjælper til Food",7
"Meny i Charlottenlund-Servicemedarbejder til kassen",7
"Burger King i Næstved søger Servicemedarbejder",7
"REMA 1000 Ørestad Syd - Vareopfylder til team pålæg og ost",7
"Netto i Viby J-Servicemedarbejder",7
"SuperBrugsen i Hornbæk søger Butiksmehjælper",7
"Salgsassistent over 18 år Kirppu Tilst",7
"Sælger - 25 timer",7
"Sælger - Fuldtid",7
"Er du vores nye sælger ?",7
"Nattevagt - 37 timer",7
"Service medarbejdere til Speedy's grillbar i Gilleleje - Fuldtid",7
"Service medarbejdere til Speedy's grillbar i Gilleleje - Deltid",7
Indkøber,7
"Nye kolleger søges til Fog Trælast & Byggecenter i Farum (8 timer pr uge)",7
"Sælger  - 8 timer.",7
"Sælger - 10 timer",7
"Vi søger en dansk/svensk kundeservicemedarbejder til kontor nær Hillerød (Fuldtid)",7
"Salgsassistent til Maxi Zoo i Silkeborg, 37 timer om ugen - tidsbegrænset",7
"Salgsassistent til Maxi Zoo i Aabenraa, 8 timer om ugen",7
"Salgsassistent til Maxi Zoo i Frederikshavn, 8 timer om ugen",7
"Salgsassistent til Maxi Zoo i Kastrup, 8 timer om ugen",7
"Salgsassistent til Maxi Zoo i Sønderborg, 20 timer om ugen",7
"Matas Ballerup søger en materialist/salgsassistent og en helserådgiver",7
"Account Director – APAC Region",7
"Account Director",7
"Business Development Associate (Full-time) - Japanese Speaking",7
"Account Director – German and/or French Speaking",7
"Business Development Associate (Full-time) - French Speaking",7
"Costumer advisor/Kunde support Norsk og Svensk talende",7
"Butiksassistent/ Store Assistant Glostrup",7
"Kundeservice B2B",7
Callcenter/Kundeservice,7
"DET PERFEKT FRITIDSJOB!  HJEM-IS SÆLGER - WEEKEND/AFLØSER - SKOVLUNDE",7
"Kundeservice og sælger på dansk og svensk",7
"Sælger - 8-10 timer",7
"2 selvkørende studentermedhjælpere til administrative kundeserviceopgaver ca. 15 timer om ugen med mulighed for at arbejde hjemmefra",7
"Senior Account Manager til det sjællandske lejeboligmarked",7
"Butiksassistent søges",7
"PLAZA | Salgsassistent med branche-erfaring",7
"Deltidssælger til My Home Møbler i Gladsaxe",7
"Ekspedient søges",7
"Takeaway Attendant",7
"Sjovt Job i ZOO til den friske og imødekommende",7
"Social media and communication manager",7
"Energisk, smilende og serviceminded sagsbehandler/salgskoordinator til home Gentofte-Vangede",7
"Medarbejdere søges til mediehus på Frederiksberg",7
"Målrettet  Kundeservice/salgsrepræsentant søges",7
"Butiks assistent/kundeservice Frederiksberg",7
"Nattevagt - 20 timer",7
"Sælger - 15 timer",7
"Butiksassistent med evner for salg af IT-produkter.",7
"SÆLGER TIL VESTERPORT",7
"Flyvere til kundeservice",7
"Paid Media BI Analyst",7
"Nordic Mystery Shopping leder efter personale i Odense. Det er ekstra arbejde efter aftale for opgaver med vores kunder.",7
"Nordic Mystery Shopping leder efter personale i Aarhus. Det er ekstra arbejde efter aftale for opgaver med vores kunder.",7
"Nordic Mystery Shopping leder efter personale i København. Det er ekstra arbejde efter aftale for opgaver med vores kunder.",7
"Dygtige Sælgere Søges",7
"Salg med hjertet - med base hjemmefra.",7
"SALGSKONSULENT KØBENHAVN - Fuldtid/deltid(37/25 timer) - God løn+provision - Vi står for oplæring",7
"Kundeservice- og salgsmedarbejdere til SALESCORP",7
"Medarbejdere søges til Aakirkeby Grillen",7
"Job på Hallegaard i Østermarie",7
"Ekspedient søges til Torvekiosken i Nexø (job for fleksjobberettigede)",7
"Freelance radio-reklamesælger",7
"Freelance radioreklamesælger",7
"Freelance radioreklamesælger",7
"MORGENFRISK BUTIKSASSISTENT",7
"Schweizisk kundesupporter søges til Lampemesterens Schweiziske shop Lampenmeister.ch",7
"NOWAS A/S søger salgsmedarbejder til Esbjerg afdelingen",7
Ordrebehandler,7
"Planning/Sourcing Assistant",7
"salgskonsulent til herreafdeling søges",7
"Butiksmedhjælper søges til dametøjsforretning",7
"Vi søger en FAGUDLÆRT butikassistent",7
"Ønsker du nye salgsrammer?",7
"Foodservice sælger",7
"Butiksassistent  til fuldtidsstilling i Aabenraa",7
"Salgsassistent, Esbjerg",7
Salgskonsulent,7
"Nat - 24 Timer",7
"Intern salgsassistent søges til HydraSpecma i Skjern...",7
"Svensk/norsk kundeservicemedarbejder - er det dig?",7
"Materialist/salgsassistent til Matas Struer",7
Indkøber,7
"Sælger Nat - 20 Timer",7
Studiejob/fritidsjob,7
"Kioskmedarbejder over 18 år til butik.",7
"Medierådgiver til Mediehuset Lemvig",7
"Deltidssælger søges My Home Møbler Holstebro",7
"Salgsassistance - Holstebro- Dame-afd.",7
Sælger,7
"Kundeservicemedarbejder med grafisk uddannelse",7
"Marketing trainee med digital fokus",7
"Online salg - Actona søger elever eller trainees til E-Commerce",7
"Actona Company søger polsktalende salgskoordinator – moze to Ty?",7
"SENIOR INDKØBER SØGES TIL MARKEDSLEDENDE MØBELVIRKSOMHED",7
"TCM Group søger en salgssupporter til service og reklamation",7
"Bliv salgs- og butiksassistent hos Danmarks eneste BMW Motorrad forhandler",7
"Nattevagt - 25 timer",7
"Sælger til The Call Company i Thisted",7
"Intern sælger med stort salgsgen",7
"Danmarks bedste salgsrådgiver / virksomhedsambassadør",7
Produktkonsulent,7
"Danmarks bedste relationsskabende sælger",7
"Salgskonsulent - Byggeri",7
"Sælger søges til internt salg",7
"Sælger - Produkter til anlægsgartnere",7
"Teknisk indkøber",7
"Aarhus`s NYE KØKKENCENTER, skal bruge BYENS BEDSTE KØKKENSÆLGER- er det dig ?",7
"Aarhus`s NYE KØKKENCENTER, skal bruge JYLLANDS BEDSTE ERHVERV`s KØKKENSÆLGER- er det dig ?",7
"KOLDING`s BEDSTE KØKKENSÆLGER,  er det dig ?",7
"AALBORGS BEDSTE KØKKENSÆLGER,  - er det dig ?",7
"Intern Sælger",7
"Assistance til modebutik i Ribe",7
"Sælger - 8 timer",7
"Medarbejder til kundecenter hos HORN Bordplader A/S",7
"Kampagneansvarlig med sublime skriftlige formuleringsevner søges til LINDS AS – En handelsvirksomhed siden 1928",7
"Butiksassistent reolmarked",7
"Deltidsassistent MED FLAIR FOR IT",7
"Erfaren E-commerce manager søges",7
"Kundeservice medarbejdere - Ringkøbing",7
"Kassemedarbejder/køkkenmedhjælper til sandwich butik",7
Butiksmedhjælper,7
"Salgs-, indkøbs- og servicemedarbejder søges til butik og  webshop i vækst",7
"Nat - 20 timer",7
"Digital Marketing Specialist",7
"Drømmer du om en fremtid indenfor vinbranchen?",7
"Butiks- og lagermedhjælper over 18 år",7
">>BLOMSTERDEKORATØR SØGES",7
">>Helles Blomster i Skive søger ekstra hænder",7
"SALES BACKUP - INTERN SÆLGER",7
INDKØBER,7
"Kinesisk talende strategisk indkøber",7
"Butiksassistent søges til SG butik i Breum",7
"Salgsassistent 20 timer - Zizzi Lyngby",7
"Salgsassistent 0-8 timer Zizzi Lyngby",7
"Influencer Campaign Manager.",7
Kundeambassadør,7
"Haveansvarlig til byggemarked",7
"Blomsterbinder eller lignende til Buketten i Ikast",7
"Digital Marketing Specialist",7
"Project Manager - Business Development",7
"Kan du leve uden titel - men ikke uden modebranchen?",7
"Resultatorienteret indkøber",7
"Sælger - 10 timer",7
"Salgsansvarlig med nysalgs erfaring",7
"Salgsassistent til Konditoriet Fjerritslev.",7
"Servicemedarbejder under 18 år, Viborg",7
"SELTA i Viborg søger sælger / deltidssælger til byens bedste møbelhus, er det dig…..?",7
"Sælger - 10 Timer",7
"Sælger - 10 timer",7
"30 -37 timers Salgsassistent i Zizzi Viborg",7
"Indkøbsassistent søges til Nikostine ApS i Viborg",7
"Shell/7-eleven Viborg søger medarbejder til aften & weekend",7
"Blomsterbinder / blomsterdekoratør.",7
"2 DYGTIGE OG ENGAGERET STUDERENDE SØGES TIL LILLY OUTLET AABENRAA.",7
"Sælger - 10 timer",7
"Ejendomsmægler med flair for SoMe",7
"Assistent til produktdata og onlinepræsentation. Kolding",7
"Sourcing Assistant",7
"Butiksmedhjælper til bagerbutik",7
"Butiksmedarbejder - Kolding",7
"Medarbejdere til Food Truck",7
"Salgsassistance - Kolding Storcenter - Herre Afd.",7
"Butiksassistent, 15 timer ugentligt, Kolding Storcenter",7
"Deltids butiksassistent til Wecoveryou, Kolding",7
Butiksassistent,7
Kundeservicemedarbejder,7
"Rigtig mange mennesker elsker is, vil du være med til at sælge dem?",7
Kundeservicemedarbejder,7
"Nattevagt - 10 timer",7
"Salgskonsulent søges til vores hovedkontor i Kolding",7
"Mødebooker/intern sælger søges til spændende virksomhed i Haderslev",7
"Ekspedient til slagterbutik Haderslev",7
"Servicerådgiver / Administrativ medarbejder",7
"Butiksmedarbejder søges til 25-30 timer ugentlig - med opstart omkring sommerferien",7
"Kørende sælger (B2B)",7
"Intern løsningskonsulent",7
"Butiksassistent 34 timer ugentligt, Søstrene Grene Vejle",7
"Er du vores nye sælger?",7
"Aage Ranch Svendsen søger en butiksassistent",7
"Daglig leder",7
Butiksassistent,7
"Deltidssælger søges til My Home Møbler i Silkeborg",7
"Sælger - 10 timer",7
"Vi søger en FAGUDLÆRT butikassistent",7
"Vin konsulent søges!",7
"Salgs- og kundekonsulent – Sverige (barselsvikariat)",7
"Salgskonsulent hos TM Solutions",7
"Salgs- og markedsudvikler til det tyske marked søges.",7
"Erfaren salgskoordinator eller administrativ trainée",7
"Zizzi Vejle - Salgsassistent 0-8 timer",7
"Butikschef til Matas Vejle, Søndergade",7
"Souschef til Matas Vejle, Bryggen",7
"Salgskonsulent – med potientiale",7
Deltidssælger,7
"Vi søger 1 fast butiksassistent og 1 timelønnet butiksassistent",7
"Suveren søger Sælger",7
"German E-commerce Manager",7
"Tysktalende kundeservice- og salgssupporter",7
"Sælger søges til livstilsbutik.",7
"Uddannet blomsterdekoratør søges.",7
"Salgskonsulent produktsalg",7
"Kan du smile på Skandinavisk?  Kundeservicemedarbejder søges til Temashop",7
"Kan du smile på Norsk?  Kundeservicemedarbejder søges til Temashop",7
"XL MØBLER Fredericia søger topmotiveret møbelsælger",7
"XL MØBLER Fredericia søger topmotiveret møbelsælger",7
"Sælger - 10 timer",7
"Nordisk kundeservicemedarbejder",7
"Indkøber (barselsvikariat)",7
"Sælgere - Deltid",7
"Sælger deltid - 10 timer",7
"Account Manager - Vil du sælge nogle af mobilbranchens billigste tilbud?",7
"AM søger Franchisetagere - Vil du være selvstændig men stadig en del af noget større?",7
"Account Manager - Vil du sælge nogle af mobilbranchens hotteste tilbud?",7
"Skarpe og sultne sælgere søges til opstart af ny salgsafdeling",7
"AM søger Franchisetagere - Vil du være selvstændig men stadig en del af noget større?",7
"AM søger Franchisetagere - Vil du være selvstændig men stadig en del af noget større?",7
"Account Manager - Vil du sælge nogle af mobilbranchens skarpeste tilbud?",7
"Prøvemester søges",7
Grillekspedient,7
"Medhjælper til planteskole/havecenter",7
"Butikssælger med VVS-baggrund til håndværkerbutik",7
"Klatreinstruktør til Klatreskov i Hobro...er det lige dig.....",7
"Møbelsælger til Sjælland, primært i Københavnsområdet",7
"IT Product Specialist",7
"Juniorsælger med stort drive",7
"Bagerekspedient søges hurtigst muligt",7
"Erhvervskonsulent søger til Uggerhøj Horsens",7
"Er det DIG vi søger?",7
"Merchandiser i Sønderborg",7
"Telemarketingsmedarbejder til erhvervskunder",7
"Sælger - 15 Timer",7
"Zizzi Horsens - Salgsassistent 0-8 timer",7
"Spændende stilling som Intern sælger i HIN Horsens",7
"Butiksmedarbejder - Aalborg",7
"Vi leder efter en butiks sælger til Glitter Aalborg Storcenter",7
"Deltids butiksassistent til Wecoveryou, Aalborg",7
"Butiksansvarlig til bagerbutik",7
"Medarbejdere til Kastet Grill & Burger",7
"Brandmanager til SEAT & CUPRA i Aalborg",7
"Serviceminded Salgs Ambassadør søges til Carré Jewellery I Aalborg",7
"Deltids Blomsterbinder søges i Horsens / Stensballe",7
"Deltids Blomsterbinder søges til Fredericia",7
"Deltids Blomsterbinder søges i Glesborg",7
"RelationMedia A/S søger en energisk og struktureret Mercher i Aarhus området til varetagelse af opgaver for nogle af landets førende brands!",7
"Deltids Blomsterbinder søges til Super Brugsen Løsning",7
"Relation Media A/S søger en energisk og struktureret Mercher som sommer sæson arbejder i Blåvand, som har kendskab til supermarked branchen og øje for opstilling.",7
"Relation Media A/S søger en energisk og struktureret Mercher i Horsens området, som har kendskab til supermarked branchen og øje for opstilling.",7
"Deltids Blomsterbinder søges til Super Brugsen Stilling hurtigst muligt.",7
"Vi søger Carlsberg salgskonsulent ferieafløser til Sorø og omegn!",7
"Vi søger Carlsberg salgskonsulent ferieafløser til Næstved og omegn!",7
"Vi søger Carlsberg salgskonsulent ferieafløser til Køge og omegn!",7
"Vi søger Carlsberg salgskonsulent ferieafløser til Midtsjælland!",7
"Vi søger Carlsberg salgskonsulent ferieafløser til Kalundborg!",7
"Vi søger Carlsberg salgskonsulent ferieafløser til Sydsjælland!",7
Salgssupport,7
Telemarketing,7
Salg,7
SoMe-ekvilibrist,7
"Butikssassistent til weekend og aftenarbejde",7
"Tilkaldervagt til Netkiosken, Aalborg.",7
